Condition,Original Index,Verb_Type,Verb,Target Object,TargetImage,Verb-noun Pair,Verb-NounAudio,Neutral-pred Pair,Neutral-PredAudio,Filler-pred Pair,Filler-PredAudio,Unrelated Foil A,FoilAImage,Unrelated Foil B,FoilBImage,Unrelated Foil C,FoilCImage,Speaker
suboptimal,8,Predictive,read,book,book3.jpg,read_book,read_book_GAE.mp3,choose_book,choose_book.mp3,choose_horse,choose_horse.mp3,santa,santa1.jpg,ring,ring3.jpg,horse,horse3.jpg,GAE
intermediate,0,Predictive,blow,horn,horn1.jpg,blow_horn,blow_horn_GAE.mp3,choose_horn ,choose_horn .mp3,choose_chair,choose_chair.mp3,brush,brush1.jpg,chair,chair2.jpg,bread,bread2.jpg,GAE
intermediate,43,Filler,find,mittens,mittens4.jpg,find_mittens,find_mittens_GAE.mp3,,,,,footprint,footprint2.jpg,picture,picture2.jpg,cookies,cookies3.jpg,GAE
optimal,24,NeutralFiller,buy ,piano,piano4.jpg,buy _piano,buy _piano_AAE.mp3,,,,,couch,couch4.jpg,tractor,tractor3.jpg,crayon,crayon1.jpg,AAE
optimal,49,Filler,choose,grapes,grapes3.jpg,choose_grapes,choose_grapes_AAE.mp3,,,,,bag,bag3.jpg,car,car2.jpg,dress,dress4.jpg,AAE
suboptimal,14,Predictive,walk,dog,dog2.jpg,walk_dog,walk_dog_GAE.mp3,find_dog,find_dog.mp3,buy_truck,buy_truck.mp3,can,can4.jpg,milk,milk1.jpg,truck,truck4.jpg,GAE
optimal,15,Predictive,ride,bike,bike2.jpg,ride_bike,ride_bike_AAE.mp3,find_bike,find_bike.mp3,get_can,get_can.mp3,costume,costume1.jpg,can,can3.jpg,kite,kite4.jpg,AAE
intermediate,14,Predictive,walk,dog,dog3.jpg,walk_dog,walk_dog_GAE.mp3,find_dog,find_dog.mp3,buy_truck,buy_truck.mp3,can,can4.jpg,milk,milk3.jpg,truck,truck2.jpg,GAE
optimal,1,Predictive,toast,bread,bread4.jpg,toast_bread,toast_bread_AAE.mp3,buy_bread,buy_bread.mp3,buy_shirt,buy_shirt.mp3,horse ,horse 1.jpg,shirt,shirt2.jpg,couch,couch2.jpg,AAE
suboptimal,10,Predictive,throw,football,football4.jpg,throw_football,throw_football_GAE.mp3,hold_football,hold_football.mp3,buy_whistle,buy_whistle.mp3,pickle,pickle4.jpg,whistle,whistle4.jpg,costume,costume2.jpg,GAE
optimal,7,Predictive,fly,kite,kite1.jpg,fly_kite,fly_kite_AAE.mp3,buy_kite,buy_kite.mp3,choose_shoes,choose_shoes.mp3,peanut,peanut4.jpg,bush,bush3.jpg,shoes,shoes3.jpg,AAE
